,hhid,longitude,latitude,altitude,kebele
18737,DT0102690,37.76167,12.98135,2576,DT01
18738,DT0102688,37.7583,12.97918,2569,DT01
18739,DT0102687,37.7583,12.97918,2569,DT01
18740,DT0102686,37.7583,12.97918,2569,DT01
18741,DT0102684,37.75869,12.9797,2570,DT01
18742,DT0102685,37.75869,12.9797,2570,DT01
18743,DT0102683,37.76189,12.98207,2591,DT01
18744,DT0102681,37.76238,12.9796,2566,DT01
18745,DT0102682,37.76238,12.9796,2566,DT01
18746,DT0102680,37.76037,12.98019,2575,DT01
18747,DT0102679,37.76129,12.98164,2583,DT01
18748,DT0201516,37.76051,12.98363,2605,DT02
18749,DT0102678,37.76157,12.9799,2572,DT01
18750,DT0102677,37.76157,12.9799,2572,DT01
18751,DT0102676,37.76058,12.98026,2573,DT01
18752,DT0102675,37.76024,12.98016,2577,DT01
18753,DT0102674,37.75845,12.97963,2578,DT01
18754,DT0100328,37.76192,12.98237,2592,DT01
18755,DT0102669,37.76109,12.98057,2574,DT01
18756,DT0102668,37.75845,12.97958,2578,DT01
18757,DT0102666,37.75845,12.97796,2578,DT01
18758,DT0102665,37.75845,12.97796,2578,DT01
18759,DT0102659,37.76191,12.98184,2583,DT01
18760,DT0102657,37.76191,12.98184,2583,DT01
18761,DT0102656,37.76191,12.98184,2583,DT01
18762,DT0102655,37.76191,12.98184,2583,DT01
18763,DT0102654,37.76191,12.98184,2583,DT01
18764,DT0102653,37.76191,12.98184,2583,DT01
18765,DT0102652,37.76191,12.98184,2583,DT01
18766,DT0102651,37.76083,12.97925,2572,DT01
18767,DT0102650,37.76083,12.97925,2572,DT01
18768,DT0102648,37.75905,12.97999,2579,DT01
18769,DT0102643,37.9502,12.4301,2598,DT01
18770,DT0102642,37.76215,12.98184,2591,DT01
18771,DT0102639,37.46018,12.58531,2593,DT01
18772,DT0102638,37.76064,12.98113,2582,DT01
18773,DT0102637,37.76196,12.97987,2578,DT01
18774,DT0200934,37.76041,12.98357,2593,DT02
18775,DT0102636,37.81943,13.00442,2614,DT01
18776,DT0102634,37.81943,13.00442,2614,DT01
18777,DT0102633,37.81943,13.00442,2614,DT01
18778,DT0102632,37.45484,12.58489,2778,DT01
18779,DT0102631,37.75845,12.97958,2578,DT01
18780,DT0102630,37.75845,12.97958,2578,DT01
18781,DT0102629,37.75845,12.97958,2578,DT01
18782,DT0102628,37.81326,13.01755,2672,DT01
18783,DT0102627,37.81326,13.01755,2672,DT01
18784,DT0102615,37.45518,12.58515,2584,DT01
18785,DT0102614,37.45515,12.58517,2587,DT01
18786,DT0102613,37.45478,12.58569,2586,DT01
18787,DT0102612,37.45478,12.58569,2586,DT01
18788,DT0102611,37.45516,12.5852,2562,DT01
18789,DT0102610,37.4614,12.59051,2599,DT01
18790,DT0201594,37.752716,12.97415,2600,DT02
18791,DT0102608,37.46109,12.5857,2591,DT01
18792,DT0102605,37.45516,12.58516,2579,DT01
18793,DT0102599,37.5858,12.98901,2590,DT01
18794,DT0102598,37.75935,12.98302,2604,DT01
18795,DT0102597,37.75935,12.98302,2604,DT01
18796,DT0102596,37.75935,12.98302,2604,DT01
18797,DT0102593,37.45551,12.58511,2589,DT01
18798,DT0102591,37.45551,12.58511,2589,DT01
18799,DT0102594,37.45551,12.58511,2589,DT01
18800,DT0102588,37.45499,12.58575,2590,DT01
18801,DT0102589,37.45499,12.58575,2590,DT01
18802,DT0102587,37.46123,12.59017,2605,DT01
18803,DT0102586,37.45545,12.5853,2592,DT01
18804,DT0102585,37.45574,12.58578,2591,DT01
18805,DT0102584,37.45574,12.58578,2591,DT01
18806,DT0102583,37.45574,12.58578,2591,DT01
18807,DT0102581,37.45574,12.58578,2591,DT01
18808,DT0102582,37.45489,12.58551,2581,DT01
18809,DT0102580,37.45489,12.58551,2581,DT01
18810,DT0102579,37.45524,12.58542,2585,DT01
18811,DT0102578,37.45524,12.58542,2585,DT01
18812,DT0102575,37.455086,12.585316,2581,DT01
18813,DT0102576,37.455086,12.585316,2581,DT01
18814,DT0101159,37.76214,12.98101,2596,DT01
18815,DT0102574,37.45464,12.585333,2573,DT01
18816,DT0102573,37.45464,12.585333,2573,DT01
18817,DT0102572,37.45541,12.58557,2583,DT01
18818,DT0102571,37.45541,12.58557,2583,DT01
18819,DT0102570,37.45541,12.58557,2583,DT01
18820,DT0102569,37.45513,12.58528,2574,DT01
18821,DT0102562,37.455,12.5855,2578,DT01
18822,DT0102561,37.455,12.5855,2578,DT01
18823,DT0102560,37.45578,12.58534,2584,DT01
18824,DT0100572,37.76341,12.98127,2570,DT01
18825,DT0102558,37.45527,12.58578,2587,DT01
18826,DT0102559,37.45527,12.58578,2587,DT01
18827,DT0102555,37.45499,12.58555,2583,DT01
18828,DT0102554,37.45498,12.58572,2585,DT01
18829,DT0102553,37.45498,12.58572,2585,DT01
18830,DT0102550,37.45498,12.58572,2589,DT01
18831,DT0102552,37.45498,12.58572,2589,DT01
18832,DT0102551,37.45498,12.58572,2589,DT01
18833,DT0102542,37.45475,12.58568,2584,DT01
18834,DT0102549,37.45475,12.58568,2584,DT01
18835,DT0102543,37.45475,12.58568,2584,DT01
18836,DT0102544,37.45475,12.58568,2584,DT01
18837,DT0102548,37.45472,12.58568,2586,DT01
18838,DT0102547,37.45569,12.58574,2594,DT01
18839,DT0102546,37.45542,12.58571,2590,DT01
18840,DT0102545,37.45552,12.58571,2582,DT01
18841,DT0102541,37.4557,12.58581,2595,DT01
18842,DT0102540,37.76685,12.98678,2604,DT01
18843,DT0102539,37.45533,12.58546,2581,DT01
18844,DT0102538,37.45586,12.58582,2594,DT01
18845,DT0102536,37.45596,12.58544,2587,DT01
18846,DT0102537,37.45596,12.58544,2587,DT01
18847,DT0102535,37.46023,12.58525,2593,DT01
18848,DT0102532,37.46022,12.58536,2591,DT01
18849,DT0102534,37.46022,12.58536,2591,DT01
18850,DT0102531,37.4642,12.58537,2594,DT01
18851,DT0102530,37.46017,12.5864,2590,DT01
18852,DT0900956,37.7772,12.97502,2486,DT09
18853,DT0102529,37.46003,12.58599,2587,DT01
18854,DT0102527,37.46004,12.5859,2587,DT01
18855,DT0102525,37.46205,12.59065,2600,DT01
18856,DT0102523,37.76599,12.98513,2609,DT01
18857,DT0102522,37.46138,12.59038,2595,DT01
18858,DT0102521,37.46138,12.59038,2595,DT01
18859,DT0102520,37.46138,12.59038,2595,DT01
18860,DT0102519,37.4611,12.59052,2596,DT01
18861,DT0102518,37.46113,12.5903,2605,DT01
18862,DT0102517,37.46112,12.59039,2605,DT01
18863,DT0102514,37.46081,12.58584,2592,DT01
18864,DT0102516,37.46081,12.58584,2592,DT01
18865,DT0102512,37.46102,12.58598,2592,DT01
18866,DT0102510,37.46094,12.59012,2593,DT01
18867,DT0102509,37.06123,12.5903,2594,DT01
18868,DT0102507,37.461994,12.59086,2622,DT01
18869,DT0102505,37.46113,13.58579,2590,DT01
18870,DT0102504,37.46145,12.58594,2598,DT01
18871,DT0102503,37.46145,12.58594,2598,DT01
18872,DT0102502,37.46154,12.59019,2600,DT01
18873,DT0102501,37.46162,12.59016,2604,DT01
18874,DT0102500,37.46164,12.59015,2601,DT01
18875,DT0102499,37.46161,12.59012,2622,DT01
18876,DT0102498,37.46164,12.59022,2598,DT01
18877,DT0102497,37.46164,12.59022,2598,DT01
18878,DT0102495,37.76508,12.98526,2612,DT01
18879,DT0102491,37.48912,13.77981,2693,DT01
18880,DT0102490,37.46151,12.59045,2608,DT01
18881,DT0102489,37.46126,12.59078,2601,DT01
18882,DT0102487,37.46135,12.59056,2588,DT01
18883,DT0102485,37.46154,12.59041,2593,DT01
18884,DT0102483,37.46194,12.59094,2650,DT01
18885,DT0102482,37.46194,12.59094,2650,DT01
18886,DT0102479,37.9771,12.97701,2589,DT01
18887,DT0102476,37.46213,12.59111,2616,DT01
18888,DT0102474,37.46232,12.59123,2621,DT01
18889,DT0102470,37.46142,12.59118,2601,DT01
18890,DT0102469,37.46152,12.59153,2600,DT01
18891,DT0102467,37.46121,12.59105,2596,DT01
18892,DT0102464,37.46203,12.59139,2623,DT01
18893,DT0102463,37.46203,12.59139,2623,DT01
18894,DT0102461,37.46159,12.59065,2606,DT01
18895,DT0102460,37.46159,12.59065,2606,DT01
18896,DT0102459,37.46139,12.59052,2598,DT01
18897,DT0102458,37.46139,12.59052,2598,DT01
18898,DT0101852,37.76316,12.98195,2580,DT01
18899,DT0102457,37.46139,12.59052,2598,DT01
18900,DT0102456,37.46135,12.59055,2601,DT01
18901,DT0102454,37.46127,12.5911,2599,DT01
18902,DT0102453,37.466145,12.125906,2585,DT01
18903,DT0102452,37.46143,12.59062,2584,DT01
18904,DT0103135,37.76985,12.9852,2599,DT01
18905,DT0102450,37.46145,12.59062,2591,DT01
18906,DT0102449,37.46145,12.59062,2591,DT01
18907,DT0102448,37.76721,12.98405,2592,DT01
18908,DT0102447,37.76721,12.98405,2592,DT01
18909,DT0102446,37.76721,12.98405,2592,DT01
18910,DT0102445,37.76721,12.98405,2592,DT01
18911,DT0102441,37.457,12.5893,2582,DT01
18912,DT0102440,37.457,12.5893,2582,DT01
18913,DT0102437,37.45496,12.58533,2580,DT01
18914,DT0102436,37.45496,12.58533,2580,DT01
18915,DT0102435,37.45496,12.58533,2580,DT01
18916,DT0102431,37.45589,12.58547,2589,DT01
18917,DT0102429,37.45589,12.58547,2589,DT01
18918,DT0102430,37.45589,12.58547,2589,DT01
18919,DT0102434,37.45589,12.58547,2589,DT01
18920,DT0102433,37.45589,12.58547,2589,DT01
18921,DT0102432,37.45589,12.58547,2589,DT01
18922,DT0102424,37.45519,12.58538,2586,DT01
18923,DT0102423,37.45519,12.58538,2586,DT01
18924,DT0102422,37.45519,12.58538,2586,DT01
18925,DT0102472,37.46142,12.59119,2602,DT01
18926,DT0102471,37.46142,12.59119,2602,DT01
18927,DT0102420,37.45501,12.58459,2575,DT01
18928,DT0201510,37.75986,12.98382,2594,DT02
18929,DT0102413,37.45541,12.58487,2583,DT01
18930,DT0102410,37.45501,12.58469,2581,DT01
18931,DT0102409,37.46128,12.59079,2598,DT01
18932,DT0102407,37.46126,12.5901,2592,DT01
18933,DT0102408,37.46126,12.5901,2592,DT01
18934,DT0102411,37.46126,12.5901,2592,DT01
18935,DT0102415,37.46126,12.5901,2592,DT01
18936,DT0102416,37.46126,12.5901,2592,DT01
18937,DT0102417,37.46126,12.5901,2592,DT01
18938,DT0102412,37.46126,12.5901,2592,DT01
18939,DT0102406,37.46125,12.59099,2592,DT01
18940,DT0102405,37.46127,12.9511,2599,DT01
18941,DT0102404,37.46127,12.9511,2599,DT01
18942,DT0102403,37.45524,12.5465,2572,DT01
18943,DT0102401,37.46136,12.59123,2599,DT01
18944,DT0102400,37.76215,12.98174,2591,DT01
