hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
DT0800547,4,4,1,1,2,2,2,2,,1,3,1,3,1,2,2,,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0200114,0,,,2,1,2,2,2,,1,1,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0100803,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
dt0400466,5,3,2,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,40,0,2,
DT0501076,3,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,90,0,2,
DT0800553,5,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT1300825,2,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,1,2
DT0501045,5,5,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,45,0,2,
DT0501309,0,,,2,1,2,2,1,from familly,1,2,1,2,1,3,1,1,1,3,1,3,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0100790,0,,,2,1,2,2,2,,1,3,1,2,1,2,2,,1,2,2,,2,,2,,2,,2,1,2,2,2,,1,retailer shope,2,,1,2,2,2,2,2,,1,10,0,2,
DT0801577,2,2,1,1,1,2,2,2,,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,,2,,2,1,1,2,2,,2,,2,,2,2,1,2,2,2,,1,90,0,2,
DT1200524,2,2,1,1,2,2,2,2,,1,2,1,2,1,1,1,2,1,1,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT1300457,3,3,1,1,2,2,2,2,,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0900988,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800562,4,4,1,1,2,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0700305,4,3,1,1,1,2,2,2,,1,3,1,2,1,3,1,1,1,3,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800564,3,3,1,1,2,2,2,2,,1,1,1,2,1,2,2,,1,1,1,2,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0800565,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0800566,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT1000471,6,6,2,1,2,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0500538,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,1,2
DT1100560,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201373,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,3,0,2,
DT0800234,1,,,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200889,0,,,2,1,2,2,2,,1,2,1,2,1,3,2,,1,2,1,1,2,,2,,2,,2,2,2,2,2,,1,keleje eredata,2,,2,2,2,2,2,2,,1,60,0,2,
DT0700008,10,,1,1,2,2,2,2,,1,3,1,3,1,1,2,,1,2,1,1,2,,2,,2,,2,2,2,2,2,,1,,1,3,1,2,2,2,2,2,,2,,,2,
DT1301014,4,4,1,1,1,2,2,2,,1,3,1,3,1,3,2,,1,3,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT1100174,2,2,1,1,1,2,2,2,,1,3,1,2,1,2,2,,1,3,1,3,2,,2,,2,,2,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,1,2
DT0800579,3,3,1,1,2,2,2,2,,1,2,1,2,2,,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0800381,5,5,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT1000025,8,8,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0100576,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,3,0,2,
DT0800585,5,3,1,1,2,2,2,2,,1,3,1,3,1,1,2,,1,3,1,1,2,,2,,2,,2,1,2,2,2,,1,KARIYA BEMESHETE,1,1,1,2,2,2,2,2,,2,,,2,
DT0400708,5,3,2,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,30,0,2,
DT1301172,2,1,1,2,1,2,2,2,,1,1,1,2,2,,2,,1,2,1,2,2,,2,,2,,2,2,2,2,1,1,2,,2,,1,2,2,2,2,2,,1,22,3,2,
DT0900668,0,,,2,1,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201277,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102600,4,4,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT0800599,4,2,1,1,2,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,1,2,2,1,2,2,2,,1,30,2,2,
DT1200390,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0700831,8,8,1,1,2,2,2,2,,1,1,1,2,1,1,1,1,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,40,0,2,
DT0800602,6,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,5,0,2,
DT1101087,0,,,2,1,2,2,2,,1,2,1,3,1,2,1,2,1,3,2,,1,2,1,2,1,1,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200771,4,4,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1202153,3,3,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,1,1,1,2,2,1,1,2,,2,,,,2,2,1,2,2,2,,2,,,1,2
DT0600851,4,,2,1,1,2,2,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0700863,3,3,1,1,2,2,1,2,,1,2,1,3,1,3,1,3,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0201321,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0800612,8,8,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0401203,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100485,2,2,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,1,2,1,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0300525,5,5,1,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0800617,0,,,2,1,2,2,2,,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300057,4,4,1,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,8,0,2,
DT1001199,3,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0100042,1,1,1,1,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0200976,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0501126,2,1,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,45,1,2,
DT0800625,3,3,1,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0201462,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201339,4,4,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,15,0,2,
DT0200357,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600642,3,3,2,1,1,2,2,2,,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0300350,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0300651,4,4,1,1,2,2,2,2,,1,3,2,,2,,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,1,,1,3,1,2,2,2,2,2,,2,,,2,
DT1101323,2,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,24,0,2,
dt1100723,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,1,1,1,1,1,,2,,2,2,2,2,2,2,,2,,,2,
DT0400222,0.2,0.1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT0500928,2,2,2,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,2,,1,daye to daye werekere,2,,2,2,2,2,2,2,,1,45,0,2,
DT0400166,0.3,0.3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT1300855,3,3,1,1,2,2,2,2,,1,1,1,2,1,2,2,,2,,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,1,2,2,2,,1,30,0,2,
DT0101759,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1301077,1,1,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101486,0.25,0.25,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0200362,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1301175,4,4,2,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800651,5,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,5,0,2,
DT0102353,0,,,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100933,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,2,,1,2,2,2,2,2,,2,,,2,
DT0101644,0,,,2,1,2,2,2,,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201333,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0601110,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,90,0,2,
DT0100259,0,,,2,2,2,2,1,from familly,1,2,1,2,1,3,1,3,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT1200187,6,4,1,1,2,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0801170,4,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,24,0,2,
DT0601227,3,2,1,1,1,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,40,0,2,
DT0800663,0.5,0.3,1,2,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,1,2,,2,,1,3,1,2,2,2,2,2,,1,35,1,2,
DT0800572,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,5,0,2,
DT1300844,2,1,1,1,1,2,2,2,,1,1,1,1,1,1,1,2,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,30,2,2,
DT0800668,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,60,0,2,
DT0701204,9,9,1,1,1,2,2,2,,1,2,1,1,1,3,1,1,1,3,1,3,2,,2,,2,,2,2,2,2,1,1,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0800670,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0600527,6,6,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0600176,2,1,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1300986,5,5,1,1,2,2,2,2,,1,2,1,2,1,2,2,,2,,1,2,2,,2,,2,,2,1,2,2,2,,1,yetezera ehele deresolene,1,2,2,2,1,2,2,2,,1,20,2,2,
DT0600029,6,6,2,1,1,2,2,2,,1,2,1,1,1,2,1,1,1,1,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1101158,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,45,0,2,
DT0101849,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0300053,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0400956,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,45,0,2,
DT1101180,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201254,4,2,1,1,1,2,1,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
dt0400633,5,5,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
dt0400488,4,4,2,1,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,,,,,,,,1,3,2,2,1,2,2,2,,2,,,2,
dt1100397,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT1200440,2.3,1,1,1,1,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT0800686,3,3,1,1,2,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800687,5,0.25,1,1,2,2,2,2,,1,3,1,3,2,,1,2,1,3,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,1,1,2,2,2,2,2,,2,,,2,
DT0100934,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
DT0102237,0,,,2,2,2,2,1,from familly,1,2,1,3,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,1,family gifet,2,,1,2,2,2,2,2,,2,,,2,
DT0300665,5,4,1,1,2,2,2,2,,1,3,2,,2,,2,,1,1,1,1,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0800693,6,6,1,1,2,2,2,2,,1,3,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1000181,0.3,0.3,2,1,1,2,2,1,selling property,1,2,1,2,1,2,1,1,2,,2,,2,,2,,2,,,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0800695,7,7,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,60,0,2,
DT0102186,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1202116,1,1,1,1,1,2,2,1,daily work,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,1,2,2,2,,1,120,2,2,
DT0700211,4,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0102524,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,2,,1,yeken sera bemesrat,2,,1,2,2,2,2,2,,2,,,2,
DT1201504,2,1,1,1,1,2,2,2,,1,2,1,3,1,3,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,,2,,2,,1,2,1,2,2,2,,1,96,2,2,
DT0401060,2,2,1,1,2,2,2,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,,2,,2,,2,2,1,1,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0800704,0.04,0.04,1,1,2,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,1,1,2,2,2,2,2,,2,,,2,
DT0201211,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0201244,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0800709,7,7,1,1,2,2,2,2,,1,1,1,1,1,1,2,,1,1,1,2,2,,2,,2,,2,2,1,2,2,,1,siing  comedit,1,2,1,2,2,2,2,2,,2,,,2,
DT0102574,3,3,2,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200953,3,3,1,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT0800712,3,3,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
DT0500474,2,2,1,1,1,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0102320,1,1,1,1,2,2,2,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,48,0,2,
DT1200836,3,1,1,1,2,2,2,2,,1,2,1,2,1,1,1,1,1,1,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,2,2,2,2,,1,28,0,2,
DT0101561,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT0501306,1,1,1,1,1,2,2,2,,1,1,1,2,1,2,1,1,1,2,1,1,2,,2,,2,,2,2,2,2,2,,1,WEBING SELING,2,,2,2,2,2,2,2,,2,,,2,
DT0900741,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0301059,5,5,2,1,2,2,2,2,,1,3,1,1,1,1,2,,1,2,1,2,2,,2,,2,,2,2,1,2,2,,1,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100147,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,40,0,2,
DT0400992,1,1,1,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,5,2,1,2
DT0102099,0,,,2,2,2,2,1,from familly,2,,2,,1,3,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0101736,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,,1,2,2,2,2,2,,2,,,2,
DT1101225,1,1,2,1,1,2,2,2,,2,,2,,1,2,1,2,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,40,0,2,
DT0800730,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,2,,,2,
dt1100409,2,2,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,1,15,0,2,
DT1201901,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0600593,4,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,2,
dt0700607,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,1,2,2,2,,1,150,2,2,
DT0200243,0,,,2,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0500898,3,3,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0900546,0,,,2,1,2,2,2,,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,8,0,2,
DT0300733,3,3,1,1,2,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0101515,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,65,0,2,
DT1300679,2,2,1,1,2,2,2,2,,1,3,1,3,1,3,2,,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0900785,2,2,1,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
