hhid,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT1300210,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1101225,1.0,1.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100594,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100595,1.0,1.0,2,1,1,4,3,0,2,1,1,0,0,1,1,0,0,1,1,0.0,0.0
DT0200709,1.0,2.0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200041,2.0,2.0,1,1,1,3,2,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700151,2.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100485,1.0,2.0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100768,1.0,2.0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200976,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200379,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900930,1.0,2.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
dt0400680,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100465,1.0,2.0,2,1,1,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0.0,0.0
DT1100611,1.0,2.0,2,1,1,1,3,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1000621,1.0,2.0,2,1,1,3,2,0,2,1,1,1,1,1,2,1,1,1,0,0.0,1.0
DT1201817,2.0,2.0,2,1,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0100103,1.0,2.0,2,1,2,1,3,1,1,1,0,0,1,1,0,0,1,1,1,0.0,0.0
DT0400143,2.0,2.0,2,1,1,3,2,0,1,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT0400948,1.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0801698,2.0,2.0,1,1,1,4,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1100629,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0101960,1.0,1.0,2,1,2,4,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100631,1.0,1.0,2,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0501222,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0600787,1.0,2.0,1,1,1,3,2,0,2,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0900676,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100012,1.0,2.0,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT1301218,2.0,2.0,2,1,1,3,2,0,1,1,1,1,0,1,2,1,0,0,0,0.0,0.0
DT0501313,1.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0600454,2.0,2.0,2,1,1,4,2,1,2,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1200946,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0600718,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT1100597,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900454,1.0,2.0,2,1,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1101322,1.0,2.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100890,1.0,2.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100738,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100948,1.0,2.0,2,1,1,1,1,0,2,1,0,1,0,1,0,1,0,1,1,0.0,0.0
DT1000623,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0101108,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0100801,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1301233,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1300610,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100682,1.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0801610,2.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800613,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
dt1100715,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0201180,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0900778,1.0,2.0,2,1,1,1,3,1,2,1,0,0,1,1,0,0,1,1,1,0.0,0.0
DT0801475,2.0,2.0,1,1,1,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0100903,1.0,2.0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0300884,2.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0101030,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102332,1.0,2.0,2,1,2,1,3,0,1,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT1100696,1.0,2.0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0101611,1.0,2.0,2,1,1,1,3,0,1,1,1,0,0,1,1,0,0,1,1,0.0,0.0
DT0900075,1.0,2.0,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0
DT1100700,1.0,2.0,2,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200597,1.0,2.0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0101335,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0200097,1.0,1.0,2,2,1,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0401161,1.0,2.0,2,1,1,3,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0700538,2.0,2.0,1,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1100706,1.0,2.0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0600085,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0801230,2.0,2.0,1,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0600507,1.0,2.0,2,1,1,4,2,1,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0700674,2.0,2.0,2,1,1,3,1,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1100714,1.0,2.0,2,1,1,1,3,0,0,1,0,0,1,1,0,0,1,1,1,0.0,0.0
DT0900275,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0401195,1.0,2.0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0102645,1.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0801985,2.0,2.0,1,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0601385,1.0,2.0,1,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0
DT0700880,2.0,2.0,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1201635,2.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100730,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,1,0.0,0.0
DT0500154,2.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT1100732,1.0,2.0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300787,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0700294,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0601121,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200104,1.0,1.0,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100743,1.0,2.0,2,1,1,3,3,1,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1000223,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700561,2.0,2.0,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1300097,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0800331,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1200363,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0101366,1.0,2.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102131,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100757,1.0,2.0,2,2,1,1,3,0,3,1,1,1,0,1,1,1,0,1,1,0.0,0.0
DT0600547,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0102306,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0601397,1.0,2.0,2,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1101244,1.0,2.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0701209,2.0,2.0,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1301189,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1000031,2.0,2.0,2,1,1,3,3,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0800031,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0100407,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1202187,2.0,2.0,2,1,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0300518,1.0,2.0,2,1,1,3,2,1,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1100213,1.0,2.0,2,1,1,1,2,0,1,1,1,1,0,1,2,1,0,0,0,0.0,0.0
DT1001042,1.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1000299,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0501256,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0900204,1.0,2.0,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
dt1100420,1.0,2.0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1200561,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1000378,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1300216,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200645,2.0,2.0,1,1,1,3,2,0,0,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT1200355,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100794,1.0,1.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100797,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101398,1.0,1.0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0500242,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0501128,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300733,1.0,2.0,2,1,1,3,2,0,1,0,1,1,0,0,1,1,0,1,0,0.0,0.0
DT1200933,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0800184,2.0,2.0,1,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0500345,1.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,2,0,0,1,0,0.0,0.0
DT0100541,1.0,1.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500576,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0200120,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100814,1.0,2.0,2,1,3,1,3,0,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1100815,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301224,1.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1100421,1.0,1.0,2,2,1,1,3,1,2,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1201219,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
dt0400669,1.0,2.0,2,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0801223,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0201260,1.0,1.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1101057,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301141,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0802165,2.0,2.0,1,1,1,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0900489,1.0,2.0,2,1,3,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0.0,0.0
DT0500867,1.0,2.0,2,1,1,4,2,0,0,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT1000286,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0700360,2.0,2.0,1,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0100207,1.0,2.0,2,1,1,1,3,1,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT1301213,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0102440,1.0,1.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0201455,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101923,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102346,1.0,1.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200781,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201620,2.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200098,2.0,2.0,1,1,1,4,2,1,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0200838,1.0,2.0,2,1,2,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0601040,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1201415,2.0,2.0,1,1,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0700132,2.0,2.0,1,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1301149,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0200598,1.0,2.0,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0600120,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1100854,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201176,2.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,2,0,0,0,0,0.0,0.0
DT0101180,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0201154,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
dt1100573,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102122,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1100861,1.0,2.0,2,1,3,1,3,0,2,0,1,1,0,0,2,1,0,1,1,0.0,0.0
DT0600105,2.0,2.0,2,1,1,3,2,1,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1300214,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0100861,1.0,1.0,2,2,1,1,3,1,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT1300818,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1100866,1.0,2.0,2,2,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100867,1.0,2.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0500624,1.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0101807,1.0,2.0,2,1,2,3,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300899,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0801656,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0802175,2.0,2.0,2,1,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101429,1.0,2.0,2,2,3,1,3,1,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0700301,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0800089,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800612,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300989,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1301038,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT1100879,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800015,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT1000007,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0601214,1.0,2.0,1,1,1,4,2,0,0,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0800477,2.0,2.0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100339,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1001211,1.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0400001,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0900418,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1001104,1.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0400952,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1100891,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1202139,2.0,2.0,2,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0500953,1.0,2.0,2,1,1,3,2,0,2,1,0,0,1,1,0,0,1,1,0,0.0,1.0
DT0300648,2.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1100896,1.0,2.0,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1201630,2.0,2.0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1100900,1.0,1.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300627,1.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT1100906,1.0,1.0,2,1,2,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0301206,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0500052,2.0,2.0,2,1,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1100909,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100294,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200677,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0500231,2.0,2.0,2,1,1,4,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT1100016,1.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100477,1.0,2.0,2,2,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100916,1.0,2.0,2,1,1,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0200189,1.0,2.0,2,1,1,1,2,0,2,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT1100919,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1001052,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1301025,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT1001068,1.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,1.0
DT0200061,1.0,2.0,2,1,2,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0
DT0700440,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100350,1.0,2.0,2,1,1,1,3,0,1,1,0,1,0,1,0,1,0,1,1,0.0,0.0
DT1201880,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1100927,1.0,2.0,2,1,1,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0900363,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1201275,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1200998,2.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200936,2.0,2.0,1,1,1,3,2,0,0,0,1,1,1,0,1,1,1,1,0,0.0,0.0
DT1100932,1.0,2.0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1200334,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1300314,1.0,2.0,2,1,1,3,2,1,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300595,2.0,2.0,2,1,1,4,2,0,1,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0600420,1.0,2.0,1,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0800661,2.0,2.0,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
dt0400672,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
dt0801293,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0200440,1.0,2.0,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102048,1.0,2.0,2,1,2,1,3,0,1,1,0,1,1,1,0,1,1,1,1,0.0,0.0
DT0201122,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201028,2.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0200775,1.0,2.0,2,1,1,1,3,0,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0802136,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0801486,2.0,2.0,1,1,1,3,2,0,0,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT1300958,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0301064,1.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1101135,1.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0801012,2.0,2.0,2,1,1,2,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0102630,1.0,2.0,2,2,2,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0600287,1.0,2.0,2,1,1,3,2,0,2,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT0601161,1.0,2.0,2,1,1,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0
